Bío-Bío;Los Angeles;194.870;196.454;197.987;199.465;200.866;202.214
Bío-Bío;Lota;47.821;47.539;47.235;46.916;46.589;46.241
Bío-Bío;Mulchén;30.485;30.484;30.465;30.435;30.400;30.354
Bío-Bío;Nacimiento;28.392;28.471;28.542;28.606;28.656;28.699
Bío-Bío;Negrete;10.252;10.348;10.450;10.544;10.625;10.717
Bío-Bío;Penco;51.611;51.853;52.098;52.315;52.504;52.695
Bío-Bío;Quilaco;4.103;4.097;4.080;4.069;4.053;4.040
Bío-Bío;Quilleco;10.033;9.964;9.889;9.814;9.737;9.654
Bío-Bío;San Pedro de la Paz;130.703;135.093;139.570;144.156;148.811;153.562
Bío-Bío;San Rosendo;3.936;3.916;3.897;3.882;3.868;3.843
Bío-Bío;Santa Bárbara;12.929;12.884;12.825;12.767;12.695;12.623
Bío-Bío;Santa Juana;13.705;13.725;13.740;13.742;13.743;13.728
Bío-Bío;Talcahuano;178.052;178.500;178.890;179.207;179.474;179.670
Bío-Bío;Tirúa;10.458;10.477;10.495;10.505;10.527;10.528
Bío-Bío;Tomé;55.752;55.788;55.814;55.810;55.802;55.760
Bío-Bío;Tucapel;14.378;14.457;14.523;14.582;14.647;14.700
Bío-Bío;Yumbel;21.596;21.593;21.587;21.569;21.553;21.523
Ñuble;Bulnes;21.963;22.002;22.042;22.081;22.112;22.133
Ñuble;Chillán;179.632;180.348;181.008;181.618;182.153;182.622
Ñuble;Chillán Viejo;32.319;33.146;33.982;34.829;35.685;36.553
Ñuble;Cobquecura;5.715;5.689;5.667;5.643;5.621;5.584
Ñuble;Coelemu;16.950;17.004;17.040;17.083;17.125;17.164
Ñuble;Coihueco;25.843;25.933;25.996;26.057;26.105;26.159
Ñuble;El Carmen;12.898;12.851;12.806;12.742;12.690;12.627
Ñuble;Ninhue;5.827;5.817;5.801;5.781;5.755;5.732
Ñuble;Ñiquén;11.665;11.653;11.609;11.579;11.536;11.501
Ñuble;Pemuco;9.294;9.297;9.301;9.297;9.283;9.276
Ñuble;Pinto;11.307;11.363;11.437;11.492;11.546;11.588
Ñuble;Portezuelo;5.635;5.627;5.622;5.603;5.587;5.575
Ñuble;Quillón;16.840;16.914;16.976;17.036;17.089;17.141
Ñuble;Quirihue;13.419;13.526;13.645;13.742;13.847;13.943
Ñuble;Ranquil;6.049;6.065;6.078;6.083;6.099;6.105
Ñuble;San Carlos;53.085;53.249;53.406;53.548;53.692;53.815
Ñuble;San Fabián;4.044;4.070;4.094;4.120;4.135;4.146
Ñuble;San Ignacio;16.019;15.943;15.877;15.789;15.709;15.611
Ñuble;San Nicolás;11.451;11.544;11.636;11.726;11.816;11.895
Ñuble;Treguaco;5.318;5.295;5.277;5.257;5.238;5.212
Ñuble;Yungay;18.248;18.293;18.331;18.354;18.381;18.399
La Araucanía;Angol;55.289;55.570;55.845;56.103;56.345;56.563
