Libertador General Bernardo O'Higgins;Codegua;2017;14.588
Libertador General Bernardo O'Higgins;Codegua;2018;14.787
Libertador General Bernardo O'Higgins;Codegua;2019;14.978
Libertador General Bernardo O'Higgins;Codegua;2020;15.143
Libertador General Bernardo O'Higgins;Coinco;2015;7.191
Libertador General Bernardo O'Higgins;Coinco;2016;7.217
Libertador General Bernardo O'Higgins;Coinco;2017;7.241
Libertador General Bernardo O'Higgins;Coinco;2018;7.261
Libertador General Bernardo O'Higgins;Coinco;2019;7.281
Libertador General Bernardo O'Higgins;Coinco;2020;7.286
Libertador General Bernardo O'Higgins;Coltauco;2015;19.703
Libertador General Bernardo O'Higgins;Coltauco;2016;19.894
Libertador General Bernardo O'Higgins;Coltauco;2017;20.078
Libertador General Bernardo O'Higgins;Coltauco;2018;20.251
Libertador General Bernardo O'Higgins;Coltauco;2019;20.412
Libertador General Bernardo O'Higgins;Coltauco;2020;20.558
Libertador General Bernardo O'Higgins;Doñihue;2015;20.318
Libertador General Bernardo O'Higgins;Doñihue;2016;20.499
Libertador General Bernardo O'Higgins;Doñihue;2017;20.677
Libertador General Bernardo O'Higgins;Doñihue;2018;20.838
Libertador General Bernardo O'Higgins;Doñihue;2019;20.981
Libertador General Bernardo O'Higgins;Doñihue;2020;21.119
Libertador General Bernardo O'Higgins;Graneros;2015;33.726
Libertador General Bernardo O'Higgins;Graneros;2016;34.212
Libertador General Bernardo O'Higgins;Graneros;2017;34.677
Libertador General Bernardo O'Higgins;Graneros;2018;35.124
Libertador General Bernardo O'Higgins;Graneros;2019;35.535
Libertador General Bernardo O'Higgins;Graneros;2020;35.941
Libertador General Bernardo O'Higgins;La Estrella;2015;3.305
Libertador General Bernardo O'Higgins;La Estrella;2016;3.314
Libertador General Bernardo O'Higgins;La Estrella;2017;3.333
Libertador General Bernardo O'Higgins;La Estrella;2018;3.349
Libertador General Bernardo O'Higgins;La Estrella;2019;3.356
Libertador General Bernardo O'Higgins;La Estrella;2020;3.370
Libertador General Bernardo O'Higgins;Las Cabras;2015;23.960
Libertador General Bernardo O'Higgins;Las Cabras;2016;24.134
Libertador General Bernardo O'Higgins;Las Cabras;2017;24.295
Libertador General Bernardo O'Higgins;Las Cabras;2018;24.447
Libertador General Bernardo O'Higgins;Las Cabras;2019;24.574
Libertador General Bernardo O'Higgins;Las Cabras;2020;24.689
Libertador General Bernardo O'Higgins;Litueche;2015;6.303
Libertador General Bernardo O'Higgins;Litueche;2016;6.355
Libertador General Bernardo O'Higgins;Litueche;2017;6.385
Libertador General Bernardo O'Higgins;Litueche;2018;6.418
Libertador General Bernardo O'Higgins;Litueche;2019;6.455
Libertador General Bernardo O'Higgins;Litueche;2020;6.480
Libertador General Bernardo O'Higgins;Lolol;2015;6.994
Libertador General Bernardo O'Higgins;Lolol;2016;7.022
Libertador General Bernardo O'Higgins;Lolol;2017;7.053
Libertador General Bernardo O'Higgins;Lolol;2018;7.072
Libertador General Bernardo O'Higgins;Lolol;2019;7.088
Libertador General Bernardo O'Higgins;Lolol;2020;7.100
Libertador General Bernardo O'Higgins;Machalí;2015;51.665
Libertador General Bernardo O'Higgins;Machalí;2016;53.118
Libertador General Bernardo O'Higgins;Machalí;2017;54.519
Libertador General Bernardo O'Higgins;Machalí;2018;55.831
Libertador General Bernardo O'Higgins;Machalí;2019;57.069
Libertador General Bernardo O'Higgins;Machalí;2020;58.209
Libertador General Bernardo O'Higgins;Malloa;2015;13.861
Libertador General Bernardo O'Higgins;Malloa;2016;13.905
Libertador General Bernardo O'Higgins;Malloa;2017;13.937
Libertador General Bernardo O'Higgins;Malloa;2018;13.972
Libertador General Bernardo O'Higgins;Malloa;2019;13.990
Libertador General Bernardo O'Higgins;Malloa;2020;13.995
Libertador General Bernardo O'Higgins;Marchigüe;2015;7.594
Libertador General Bernardo O'Higgins;Marchigüe;2016;7.623
Libertador General Bernardo O'Higgins;Marchigüe;2017;7.637
Libertador General Bernardo O'Higgins;Marchigüe;2018;7.650
Libertador General Bernardo O'Higgins;Marchigüe;2019;7.661
Libertador General Bernardo O'Higgins;Marchigüe;2020;7.667
Libertador General Bernardo O'Higgins;Mostazal;2015;26.433
Libertador General Bernardo O'Higgins;Mostazal;2016;26.693
Libertador General Bernardo O'Higgins;Mostazal;2017;26.931
Libertador General Bernardo O'Higgins;Mostazal;2018;27.157
Libertador General Bernardo O'Higgins;Mostazal;2019;27.367
Libertador General Bernardo O'Higgins;Mostazal;2020;27.548
Libertador General Bernardo O'Higgins;Nancagua;2015;17.075
Libertador General Bernardo O'Higgins;Nancagua;2016;17.113
Libertador General Bernardo O'Higgins;Nancagua;2017;17.147
Libertador General Bernardo O'Higgins;Nancagua;2018;17.169
Libertador General Bernardo O'Higgins;Nancagua;2019;17.178
Libertador General Bernardo O'Higgins;Nancagua;2020;17.171
Libertador General Bernardo O'Higgins;Navidad;2015;5.958
Libertador General Bernardo O'Higgins;Navidad;2016;5.980
Libertador General Bernardo O'Higgins;Navidad;2017;5.994
Libertador General Bernardo O'Higgins;Navidad;2018;6.006
Libertador General Bernardo O'Higgins;Navidad;2019;6.013
Libertador General Bernardo O'Higgins;Navidad;2020;6.013
Libertador General Bernardo O'Higgins;Olivar;2015;15.025
Libertador General Bernardo O'Higgins;Olivar;2016;15.248
Libertador General Bernardo O'Higgins;Olivar;2017;15.489
Libertador General Bernardo O'Higgins;Olivar;2018;15.725
Libertador General Bernardo O'Higgins;Olivar;2019;15.994
Libertador General Bernardo O'Higgins;Olivar;2020;16.281
Libertador General Bernardo O'Higgins;Palmilla;2015;13.260
