index,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Septiembre,Octubre,Noviembre,Diciembre
0,2,3,3,1,2,0,0,0,0,0,0,0
10,1,2,1,0,0,0,0,0,0,0,0,0
20,4,4,5,1,1,0,0,0,0,0,0,0
30,4,10,11,9,1,0,0,0,0,0,0,0
40,12,10,12,12,3,0,0,0,0,0,0,0
50,37,26,12,21,8,0,0,0,0,0,0,0
60,51,38,66,47,30,0,0,0,0,0,0,0
70,103,94,97,103,50,0,0,0,0,0,0,0
80,127,130,124,94,71,0,0,0,0,0,0,0
90,64,62,74,59,31,0,0,0,0,0,0,0
100,5,2,6,1,1,0,0,0,0,0,0,0
110,0,0,0,0,1,0,0,0,0,0,0,0
