index,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Septiembre,Octubre,Noviembre,Diciembre
0,2,3,3,3,2,0,0,0,0,0,0,0
10,1,2,2,0,0,0,0,0,0,0,0,0
20,8,5,7,2,1,0,0,0,0,0,0,0
30,5,11,14,10,1,0,0,0,0,0,0,0
40,16,17,23,16,5,0,0,0,0,0,0,0
50,52,36,25,35,16,0,0,0,0,0,0,0
60,105,77,95,76,50,0,0,0,0,0,0,0
70,170,163,176,179,96,0,0,0,0,0,0,0
80,269,247,251,217,139,0,0,0,0,0,0,0
90,180,151,205,155,84,0,0,0,0,0,0,0
100,8,9,12,13,4,0,0,0,0,0,0,0
110,0,0,0,0,1,0,0,0,0,0,0,0
